symbol,type,order_type,entry_price,average_price,exit_price,volume,quantity,pnl,pnl_percent,entry_time,exit_time,reason,dca_orders_count,total_orders,duration_hours,profit_loss,cumulative_pnl,trade_number
XRPUSDT:USDT,long,long,3.1546,3.1546,3.2083,50.71958409941039,50.7196,2.6586,1.6616,2025-07-24T11:15:00,2025-07-24T14:30:00,take_profit,0,1,3.25,Profit,196.42663262893763,108
XRPUSDT:USDT,long,long,3.242,3.194401088608791,3.234,335.79147550139965,335.7915,12.8626,1.1991,2025-07-24T14:45:00,2025-07-24T17:30:00,take_profit,1,2,2.75,Profit,209.28922966053224,109
XRPUSDT:USDT,long,long,3.2275,3.1895774421225442,3.136,339.80765694738625,339.8077,-18.6323,-1.7191,2025-07-24T17:45:00,2025-07-24T23:30:00,margin_call_warning,3,4,5.75,Loss,190.65694986276154,110
XRPUSDT:USDT,long,long,3.1444,3.0914580187782548,3.1342,345.04224076186733,345.0422,14.3152,1.342,2025-07-24T23:45:00,2025-07-25T09:45:00,take_profit,1,2,10.0,Profit,204.97216628171577,111
XRPUSDT:USDT,long,long,3.1259,3.0787605500793576,3.0238,350.52524324212436,350.5252,-19.689,-1.8244,2025-07-25T10:00:00,2025-07-25T14:30:00,margin_call_warning,2,3,4.5,Loss,185.2831388042218,112
XRPUSDT:USDT,long,long,3.0049,3.0049,3.0362,53.24636427168957,53.2464,1.6019,1.0012,2025-07-25T14:45:00,2025-07-25T15:45:00,take_profit,0,1,1.0,Profit,186.885083361445,113
XRPUSDT:USDT,long,long,3.0395,3.0395,3.073,52.64023688106597,52.6402,1.6987,1.0617,2025-07-25T16:00:00,2025-07-25T18:30:00,take_profit,0,1,2.5,Profit,188.5838259177865,114
XRPUSDT:USDT,long,long,3.0702,3.0702,3.108,52.11386880333529,52.1139,1.9051,1.1907,2025-07-25T18:45:00,2025-07-25T20:15:00,take_profit,0,1,1.5,Profit,190.48894219685627,115
XRPUSDT:USDT,long,long,3.1236,3.1236,3.1561,51.22294788065053,51.2229,1.6001,1.0,2025-07-25T20:30:00,2025-07-26T04:30:00,take_profit,0,1,8.0,Profit,192.08902210465496,116
XRPUSDT:USDT,long,long,3.1486,3.1486,3.1833,50.81623578733405,50.8162,1.6986,1.0616,2025-07-26T04:45:00,2025-07-26T09:00:00,take_profit,0,1,4.25,Profit,193.78764015712272,117
XRPUSDT:USDT,long,long,3.1795,3.1795,3.215,50.32237773234785,50.3224,1.7217,1.0761,2025-07-26T09:15:00,2025-07-27T05:00:00,take_profit,0,1,19.75,Profit,195.50936998885726,118
XRPUSDT:USDT,long,long,3.2315,3.1954550740853747,3.2291,334.8295135580469,334.8295,10.8328,1.0125,2025-07-27T05:15:00,2025-07-27T20:15:00,take_profit,1,2,15.0,Profit,206.3422049736556,119
XRPUSDT:USDT,long,long,3.2122,3.2122,3.2467,49.81009899757176,49.8101,1.6538,1.0336,2025-07-27T20:30:00,2025-07-27T22:00:00,take_profit,0,1,1.5,Profit,207.99596600970568,120
XRPUSDT:USDT,long,long,3.2433,3.2433,3.2861,49.332470015108065,49.3325,2.0466,1.2791,2025-07-27T22:15:00,2025-07-28T00:15:00,take_profit,0,1,2.0,Profit,210.04255115446563,121
XRPUSDT:USDT,long,long,3.2644,3.2644,3.3062,49.01360127435363,49.0136,1.9839,1.24,2025-07-28T00:30:00,2025-07-28T05:30:00,take_profit,0,1,5.0,Profit,212.02650018032028,122
XRPUSDT:USDT,long,long,3.3201,3.2767841266903535,3.2252,330.88542532691343,330.8854,-17.4953,-1.6136,2025-07-28T05:45:00,2025-07-28T11:15:00,margin_call_warning,2,3,5.5,Loss,194.53119581075958,123
XRPUSDT:USDT,long,long,3.2395,3.1962080508719133,3.1345,334.17849905015714,334.1785,-21.0405,-1.9699,2025-07-28T11:30:00,2025-07-28T18:15:00,margin_call_warning,3,4,6.75,Loss,173.4906989889638,124
XRPUSDT:USDT,long,long,3.1471,3.100195679530789,3.1342,338.2957570820971,338.2958,11.0794,1.0564,2025-07-28T18:30:00,2025-07-29T01:15:00,take_profit,1,2,6.75,Profit,184.57010170141913,125
XRPUSDT:USDT,long,long,3.1293,3.1293,3.1606,51.12964560764388,51.1296,1.5357,0.9598,2025-07-29T01:30:00,2025-07-29T06:30:00,take_profit,0,1,5.0,Profit,186.10581946577537,126
XRPUSDT:USDT,long,long,3.1525,3.1093502084331366,3.1484,340.8112370772884,340.8112,12.8794,1.2154,2025-07-29T06:45:00,2025-07-29T17:15:00,take_profit,1,2,10.5,Profit,198.98522319776274,127
XRPUSDT:USDT,long,long,3.1359,3.099761788398442,3.0502,345.4818579520409,345.4819,-17.5442,-1.6383,2025-07-29T17:30:00,2025-07-30T11:45:00,margin_call_warning,3,4,18.25,Loss,181.44100895319286,128
XRPUSDT:USDT,long,long,3.0498,3.0498,3.0875,52.46245655452817,52.4625,1.913,1.1957,2025-07-30T12:00:00,2025-07-30T13:00:00,take_profit,0,1,1.0,Profit,183.35405243145374,129
XRPUSDT:USDT,long,long,3.0736,3.0736,3.1475,52.05622071837585,52.0562,3.7814,2.3634,2025-07-30T13:15:00,2025-07-30T14:45:00,take_profit,0,1,1.5,Profit,187.13546836065728,130
XRPUSDT:USDT,long,long,3.1278,3.0603850829572488,3.0963,346.2786301915106,346.2786,12.0077,1.1331,2025-07-30T15:00:00,2025-07-30T19:45:00,take_profit,1,2,4.75,Profit,199.14316362859807,131
XRPUSDT:USDT,long,long,3.112,3.071509265405307,3.1164,348.41873460580956,348.4187,15.2064,1.4209,2025-07-30T20:00:00,2025-07-31T00:15:00,take_profit,1,2,4.25,Profit,214.3496117137961,132
XRPUSDT:USDT,long,long,3.1222,3.1222,3.1542,51.24591634104158,51.2459,1.5752,0.9845,2025-07-31T00:30:00,2025-07-31T07:45:00,take_profit,0,1,7.25,Profit,215.92482508898027,133
XRPUSDT:USDT,long,long,3.1585,3.1157746592779993,3.0667,348.174089539098,348.1741,-17.5136,-1.6144,2025-07-31T08:00:00,2025-07-31T19:15:00,margin_call_warning,3,4,11.25,Loss,198.41120208326558,134
XRPUSDT:USDT,long,long,3.0626,3.0268146613085998,2.948,353.070578994112,353.0706,-28.2435,-2.6428,2025-07-31T19:30:00,2025-08-01T01:00:00,margin_call_warning,3,4,5.5,Loss,170.16772315506356,135
XRPUSDT:USDT,long,long,2.9683,2.9683,3.0039,53.90290738806724,53.9029,1.8542,1.1589,2025-08-01T01:15:00,2025-08-01T02:00:00,take_profit,0,1,0.75,Profit,172.0218990806775,136
XRPUSDT:USDT,long,long,3.0039,2.9676621048980696,2.912,351.95600807654915,351.956,-20.0006,-1.9149,2025-08-01T02:15:00,2025-08-01T08:00:00,margin_call_warning,2,3,5.75,Loss,152.0213284814072,137
XRPUSDT:USDT,long,long,2.9115,2.9115,2.9415,54.954490812296065,54.9545,1.584,0.99,2025-08-01T08:15:00,2025-08-01T10:15:00,take_profit,0,1,2.0,Profit,153.60530375188634,138
XRPUSDT:USDT,long,long,2.9546,2.9546,2.9861,54.15284640898937,54.1528,1.6411,1.0257,2025-08-01T10:30:00,2025-08-01T12:00:00,take_profit,0,1,1.5,Profit,155.24643608790475,139
XRPUSDT:USDT,long,long,2.9848,2.9848,3.0299,53.60493165371214,53.6049,2.3526,1.4704,2025-08-01T12:15:00,2025-08-01T14:15:00,take_profit,0,1,2.0,Profit,157.59905147252016,140
XRPUSDT:USDT,long,long,3.0184,3.0184,3.0519,53.00821627352239,53.0082,1.7111,1.0694,2025-08-01T14:30:00,2025-08-01T14:45:00,take_profit,0,1,0.25,Profit,159.31011640758507,141
XRPUSDT:USDT,long,long,3.0336,2.9869925490646594,3.0169,345.6451501811389,345.6452,9.9203,0.9609,2025-08-01T15:00:00,2025-08-01T21:00:00,take_profit,1,2,6.0,Profit,169.23037103623338,142
XRPUSDT:USDT,long,long,3.01,2.967491570505237,2.916,350.79999872895587,350.8,-18.4724,-1.7745,2025-08-01T21:15:00,2025-08-01T22:30:00,margin_call_warning,2,3,1.25,Loss,150.75795504992675,143
XRPUSDT:USDT,long,long,2.9228,2.9228,2.9562,54.74202819214452,54.742,1.7637,1.1023,2025-08-01T22:45:00,2025-08-01T23:15:00,take_profit,0,1,0.5,Profit,152.5216074380477,144
XRPUSDT:USDT,long,long,2.9615,2.9615,2.9967,54.02667567111261,54.0267,1.837,1.1481,2025-08-01T23:30:00,2025-08-02T04:15:00,take_profit,0,1,4.75,Profit,154.35858572607742,145
XRPUSDT:USDT,long,long,3.0113,2.973051604116979,2.9232,345.47717650977324,345.4772,-17.6266,-1.7161,2025-08-02T04:30:00,2025-08-02T12:30:00,margin_call_warning,2,3,8.0,Loss,136.7320347383112,146
XRPUSDT:USDT,long,long,2.937,2.895307876998266,2.8288,349.1469153313919,349.1469,-23.6161,-2.3362,2025-08-02T12:45:00,2025-08-02T15:45:00,margin_call_warning,2,3,3.0,Loss,113.11594792149134,147
XRPUSDT:USDT,long,long,2.8342,2.8342,2.8633,56.45332016089196,56.4533,1.5781,0.9863,2025-08-02T16:00:00,2025-08-02T17:15:00,take_profit,0,1,1.25,Profit,114.69408242152663,148
XRPUSDT:USDT,long,long,2.8347,2.7774611173268675,2.8137,356.6682288765334,356.6682,12.5238,1.2642,2025-08-02T17:30:00,2025-08-03T02:00:00,take_profit,1,2,8.5,Profit,127.21791756278128,149
XRPUSDT:USDT,long,long,2.807,2.807,2.8359,57.00035625222658,57.0004,1.5827,0.9892,2025-08-03T02:15:00,2025-08-03T03:30:00,take_profit,0,1,1.25,Profit,128.80056893435236,150
XRPUSDT:USDT,long,long,2.834,2.834,2.8633,56.45730416372618,56.4573,1.5895,0.9935,2025-08-03T03:45:00,2025-08-03T07:45:00,take_profit,0,1,4.0,Profit,130.39010626674474,151
XRPUSDT:USDT,long,long,2.8744,2.8744,2.9067,55.663790704146955,55.6638,1.7332,1.0833,2025-08-03T08:00:00,2025-08-03T16:30:00,take_profit,0,1,8.5,Profit,132.12332753031276,152
XRPUSDT:USDT,long,long,2.9165,2.9165,2.959,54.86027773015601,54.8603,2.2666,1.4166,2025-08-03T16:45:00,2025-08-03T23:00:00,take_profit,0,1,6.25,Profit,134.38995670912297,153
XRPUSDT:USDT,long,long,2.9466,2.9466,2.9885,54.299871037806284,54.2999,2.2103,1.3814,2025-08-03T23:15:00,2025-08-04T00:30:00,take_profit,0,1,1.25,Profit,136.60021123976847,154
XRPUSDT:USDT,long,long,3.0148,2.9776865145415807,3.0103,339.0897668127358,339.0898,10.6506,1.0548,2025-08-04T00:45:00,2025-08-04T07:45:00,take_profit,1,2,7.0,Profit,147.25080564879985,155
XRPUSDT:USDT,long,long,3.0119,3.0119,3.0502,53.12261363259073,53.1226,1.9698,1.2311,2025-08-04T08:00:00,2025-08-04T13:45:00,take_profit,0,1,5.75,Profit,149.22058791248722,156
XRPUSDT:USDT,long,long,3.068,3.031152836755329,3.0661,336.71686211177865,336.7169,11.3543,1.1125,2025-08-04T14:00:00,2025-08-04T16:30:00,take_profit,1,2,2.5,Profit,160.57492403157255,157
XRPUSDT:USDT,long,long,3.0704,3.0285656186283294,3.0599,340.25736059485826,340.2574,10.2453,0.9942,2025-08-04T16:45:00,2025-08-05T09:45:00,take_profit,1,2,17.0,Profit,170.82021653389614,158
XRPUSDT:USDT,long,long,3.0565,3.0135801652917507,2.9643,344.8859738252617,344.886,-17.405,-1.6746,2025-08-05T10:00:00,2025-08-05T14:30:00,margin_call_warning,2,3,4.5,Loss,153.41524054009682,159
XRPUSDT:USDT,long,long,2.9754,2.940905385440735,2.9835,347.9550527969674,347.9551,14.4058,1.4078,2025-08-05T14:45:00,2025-08-06T14:45:00,take_profit,1,2,24.0,Profit,167.8210023379243,160
XRPUSDT:USDT,long,long,2.9737,2.9737,3.0143,53.80502404412012,53.805,2.1196,1.3248,2025-08-06T15:00:00,2025-08-06T18:00:00,take_profit,0,1,3.0,Profit,169.94061252052512,161
XRPUSDT:USDT,long,long,3.0057,2.972307193685901,3.0043,349.1394619670824,349.1395,10.7504,1.0359,2025-08-06T18:15:00,2025-08-07T06:00:00,take_profit,1,2,11.75,Profit,180.69099582961175,162
XRPUSDT:USDT,long,long,3.0015,3.0015,3.0523,53.306679993336665,53.3067,2.6429,1.6518,2025-08-07T06:15:00,2025-08-07T10:00:00,take_profit,0,1,3.75,Profit,183.33389198153577,163
XRPUSDT:USDT,long,long,3.0576,3.0576,3.1002,52.32862375719519,52.3286,2.1643,1.3527,2025-08-07T10:15:00,2025-08-07T19:45:00,take_profit,0,1,9.5,Profit,185.4981996738435,164
XRPUSDT:USDT,long,long,3.1045,3.1045,3.1781,51.538089869544216,51.5381,3.7277,2.3298,2025-08-07T20:00:00,2025-08-07T21:15:00,take_profit,0,1,1.25,Profit,189.2258858068762,165
XRPUSDT:USDT,long,long,3.2395,3.2395,3.2785,49.39033801512579,49.3903,1.8615,1.1634,2025-08-07T21:30:00,2025-08-07T22:15:00,take_profit,0,1,0.75,Profit,191.08733850019306,166
XRPUSDT:USDT,long,long,3.2808,3.2808,3.3239,48.768593026091196,48.7686,2.0371,1.2732,2025-08-07T22:30:00,2025-08-07T22:45:00,take_profit,0,1,0.25,Profit,193.1244240890738,167
XRPUSDT:USDT,long,long,3.2829,3.2829,3.3182,48.73739681379268,48.7374,1.6557,1.0348,2025-08-07T23:00:00,2025-08-07T23:45:00,take_profit,0,1,0.75,Profit,194.78016602455767,168
XRPUSDT:USDT,long,long,3.3307,3.3307000000000007,3.3662,48.037949980484576,48.0379,1.6407,1.0254,2025-08-08T00:00:00,2025-08-08T03:30:00,take_profit,0,1,3.5,Profit,196.42083110997513,169
XRPUSDT:USDT,long,long,3.3749,3.3351607672403136,3.2796,318.0671683507088,318.0672,-18.0893,-1.7052,2025-08-08T03:45:00,2025-08-08T14:45:00,margin_call_warning,3,4,11.0,Loss,178.3315219683265,170
XRPUSDT:USDT,long,long,3.2405,3.2405,3.2816,49.37509643573523,49.3751,1.9645,1.2278,2025-08-08T15:00:00,2025-08-08T17:30:00,take_profit,0,1,2.5,Profit,180.29602670524983,171
XRPUSDT:USDT,long,long,3.2922,3.2922,3.3373,48.59972055160683,48.5997,2.127,1.3294,2025-08-08T17:45:00,2025-08-08T19:45:00,take_profit,0,1,2.0,Profit,182.42299736316855,172
XRPUSDT:USDT,long,long,3.3056,3.3056,3.3435,48.402710551790896,48.4027,1.7697,1.1061,2025-08-08T20:00:00,2025-08-09T10:00:00,take_profit,0,1,14.0,Profit,184.19272630798946,173
XRPUSDT:USDT,long,long,3.3319,3.2847434465632213,3.2239,319.42986541481145,319.4299,-19.8471,-1.8916,2025-08-09T10:15:00,2025-08-09T22:30:00,margin_call_warning,2,3,12.25,Loss,164.3455883836821,174
XRPUSDT:USDT,long,long,3.2249,3.2249,3.2573,49.61394151756644,49.6139,1.5428,0.9643,2025-08-09T22:45:00,2025-08-10T03:15:00,take_profit,0,1,4.5,Profit,165.88843709216917,175
XRPUSDT:USDT,long,long,3.2598,3.1808648834641806,3.2133,324.5456837458653,324.5457,10.1095,0.9793,2025-08-10T03:30:00,2025-08-10T09:45:00,take_profit,1,2,6.25,Profit,175.9979691074312,176
XRPUSDT:USDT,long,long,3.2004,3.2003999999999997,3.253,49.99375078115236,49.9938,2.5646,1.6029,2025-08-10T10:00:00,2025-08-11T02:00:00,take_profit,0,1,16.0,Profit,178.5625885300034,177
XRPUSDT:USDT,long,long,3.2627,3.2627,3.3146,49.03913936310418,49.0391,2.4801,1.5501,2025-08-11T02:15:00,2025-08-11T08:15:00,take_profit,0,1,6.0,Profit,181.04270181041534,178
XRPUSDT:USDT,long,long,3.3102,3.272942776530902,3.2146,319.43362203020246,319.4336,-19.0474,-1.8219,2025-08-11T08:30:00,2025-08-11T11:15:00,margin_call_warning,2,3,2.75,Loss,161.99531685529934,179
XRPUSDT:USDT,long,long,3.2424,3.198977746142159,3.1478,321.3429492959898,321.3429,-16.8502,-1.6392,2025-08-11T11:30:00,2025-08-11T19:45:00,margin_call_warning,2,3,8.25,Loss,145.145099637339,180
XRPUSDT:USDT,long,long,3.1415,3.1415,3.1942,50.931083877128756,50.9311,2.619,1.6369,2025-08-11T20:00:00,2025-08-12T12:30:00,take_profit,0,1,16.5,Profit,147.76409413041554,181
XRPUSDT:USDT,long,long,3.1837,3.1837,3.2208,50.25599145648145,50.256,1.7998,1.1248,2025-08-12T12:45:00,2025-08-12T16:15:00,take_profit,0,1,3.5,Profit,149.5638456145378,182
XRPUSDT:USDT,long,long,3.2169,3.2169,3.2517,49.73732475364481,49.7373,1.6662,1.0414,2025-08-12T16:30:00,2025-08-12T18:15:00,take_profit,0,1,1.75,Profit,151.2300121724041,183
XRPUSDT:USDT,long,long,3.2473,3.2473,3.2883,49.27170264527454,49.2717,1.9553,1.2221,2025-08-12T18:30:00,2025-08-12T19:45:00,take_profit,0,1,1.25,Profit,153.18534392493694,184
XRPUSDT:USDT,long,long,3.276,3.2261189960341787,3.2706,315.99562833041557,315.9956,13.6424,1.3382,2025-08-12T20:00:00,2025-08-13T08:15:00,take_profit,1,2,12.25,Profit,166.82774860107733,185
XRPUSDT:USDT,long,long,3.2845,3.2845,3.3268,48.713655046430205,48.7137,1.9958,1.2474,2025-08-13T08:30:00,2025-08-13T13:15:00,take_profit,0,1,4.75,Profit,168.82351197449793,186
XRPUSDT:USDT,long,long,3.2753,3.2753,3.3226,48.85048697829206,48.8505,2.2457,1.4036,2025-08-13T13:30:00,2025-08-14T01:30:00,take_profit,0,1,12.0,Profit,171.0692157573575,187
XRPUSDT:USDT,long,long,3.3225,3.2837820510406206,3.2256,315.2014261488407,315.2014,-18.7458,-1.8111,2025-08-14T01:45:00,2025-08-14T08:30:00,margin_call_warning,2,3,6.75,Loss,152.323464805015,188
XRPUSDT:USDT,long,long,3.2336,3.1487381035276556,3.1004,323.2434573233433,323.2435,-16.0258,-1.5745,2025-08-14T08:45:00,2025-08-14T12:45:00,margin_call_warning,2,3,4.0,Loss,136.2976154942478,189
XRPUSDT:USDT,long,long,3.1268,3.0698714496515778,3.1031,326.73007050099505,326.7301,10.4512,1.042,2025-08-14T13:00:00,2025-08-15T02:15:00,take_profit,1,2,13.25,Profit,146.748831659525,190
XRPUSDT:USDT,long,long,3.1006,3.1006,3.1336,51.60291556472941,51.6029,1.6382,1.0239,2025-08-15T02:30:00,2025-08-15T06:15:00,take_profit,0,1,3.75,Profit,148.38704671467562,191
XRPUSDT:USDT,long,long,3.1346,3.0907789980381057,3.0242,327.90475053761173,327.9048,-22.2282,-2.1933,2025-08-15T06:30:00,2025-08-15T15:15:00,margin_call_warning,2,3,8.75,Loss,126.15881715331608,192
XRPUSDT:USDT,long,long,3.0147,3.0147,3.0553,53.07327428931569,53.0733,2.0899,1.3062,2025-08-15T15:30:00,2025-08-15T17:15:00,take_profit,0,1,1.75,Profit,128.24873017948784,193
XRPUSDT:USDT,long,long,3.0602,3.0602,3.0943,52.28416443369714,52.2842,1.7182,1.0739,2025-08-15T17:30:00,2025-08-15T22:45:00,take_profit,0,1,5.25,Profit,129.96690703067404,194
XRPUSDT:USDT,long,long,3.0779,3.0779,3.113,51.98349524026121,51.9835,1.7599,1.0999,2025-08-15T23:00:00,2025-08-16T04:00:00,take_profit,0,1,5.0,Profit,131.72679786533402,195
XRPUSDT:USDT,long,long,3.1141,3.1141,3.1518,51.37921068687582,51.3792,1.8722,1.1701,2025-08-16T04:15:00,2025-08-16T09:30:00,take_profit,0,1,5.25,Profit,133.59901930973209,196
XRPUSDT:USDT,long,long,3.1246,3.0843526852386867,3.0399,324.079876868847,324.0799,-14.8003,-1.4807,2025-08-16T09:45:00,2025-08-18T01:45:00,margin_call_warning,2,3,40.0,Loss,118.7987303840114,197
XRPUSDT:USDT,long,long,3.0288,2.993284320960004,2.9445,329.3694902036783,329.3695,-16.456,-1.6691,2025-08-18T02:00:00,2025-08-18T09:15:00,margin_call_warning,2,3,7.25,Loss,102.34273207392043,198
XRPUSDT:USDT,long,long,2.9623,2.9623,2.9961,54.01208520406441,54.0121,1.7609,1.1005,2025-08-18T09:30:00,2025-08-18T13:15:00,take_profit,0,1,3.75,Profit,104.10361031042586,199
XRPUSDT:USDT,long,long,2.9812,2.9812,3.0116,53.66966322286328,53.6697,1.5669,0.9793,2025-08-18T13:30:00,2025-08-18T15:30:00,take_profit,0,1,2.0,Profit,105.67051544929613,200
XRPUSDT:USDT,long,long,3.0138,3.0138,3.0464,53.089123365850426,53.0891,1.666,1.0413,2025-08-18T15:45:00,2025-08-18T17:15:00,take_profit,0,1,1.5,Profit,107.3365285888542,201
XRPUSDT:USDT,long,long,3.0764,3.0413810375619397,2.998,320.59541846954863,320.5954,-14.2922,-1.4658,2025-08-18T17:30:00,2025-08-19T03:30:00,margin_call_warning,1,2,10.0,Loss,93.04430867221232,202
XRPUSDT:USDT,long,long,2.9896,2.9896,3.0213,53.51886540005352,53.5189,1.6319,1.0199,2025-08-19T03:45:00,2025-08-19T05:15:00,take_profit,0,1,1.5,Profit,94.67617808618077,203
XRPUSDT:USDT,long,long,3.0208,2.959764343259774,2.9096,325.44817096205037,325.4482,-16.7047,-1.7342,2025-08-19T05:30:00,2025-08-19T16:45:00,margin_call_warning,2,3,11.25,Loss,77.97151472548238,204
XRPUSDT:USDT,long,long,2.9216,2.9216,2.9527,54.76451259583789,54.7645,1.6385,1.0241,2025-08-19T17:00:00,2025-08-20T19:15:00,take_profit,7,8,26.25,Profit,79.61000979667624,205
XRPUSDT:USDT,long,long,2.9565,2.9565,2.9879,54.11804498562489,54.118,1.6346,1.0216,2025-08-20T19:30:00,2025-08-20T19:45:00,take_profit,0,1,0.25,Profit,81.24463668657982,206
XRPUSDT:USDT,long,long,2.9717,2.9717,3.0145,53.841235656358315,53.8412,2.2395,1.3997,2025-08-20T20:00:00,2025-08-22T14:30:00,take_profit,7,8,42.5,Profit,83.48411981071753,207
XRPUSDT:USDT,long,long,3.004,3.004,3.0358,53.26231691078562,53.2623,1.6291,1.0182,2025-08-22T14:45:00,2025-08-22T15:30:00,take_profit,0,1,0.75,Profit,85.11318399180941,208
XRPUSDT:USDT,long,long,3.0155,3.0155,3.0511,53.05919416348865,53.0592,1.8242,1.1401,2025-08-22T15:45:00,2025-08-22T16:00:00,take_profit,0,1,0.25,Profit,86.93733574110472,209
XRPUSDT:USDT,long,long,3.0491,3.0491,3.0826,52.47450067232954,52.4745,1.6932,1.0582,2025-08-22T16:15:00,2025-08-22T17:00:00,take_profit,0,1,0.75,Profit,88.63052835531873,210
XRPUSDT:USDT,long,long,3.0919,3.0919,3.1389,51.74811604515023,51.7481,2.3672,1.4795,2025-08-22T17:15:00,2025-09-13T08:30:00,take_profit,7,8,519.25,Profit,90.99771694485915,211
XRPUSDT:USDT,long,long,3.1433,3.1433,3.179,50.90191836604842,50.9019,1.7525,1.0953,2025-09-13T08:45:00,2025-09-13T09:45:00,take_profit,0,1,1.0,Profit,92.75018855113281,212
XRPUSDT:USDT,long,long,3.1735,3.137664043824414,3.0895,306.18604096280035,306.186,-15.1255,-1.5744,2025-09-13T10:00:00,2025-09-13T17:00:00,margin_call_warning,2,3,7.0,Loss,77.62464594635492,213
XRPUSDT:USDT,long,long,3.1049,3.1049,3.1367,51.53145028825405,51.5315,1.574,0.9838,2025-09-13T17:15:00,2025-09-18T11:45:00,take_profit,7,8,114.5,Profit,79.19869058547371,214
XRPUSDT:USDT,long,long,3.1262,3.1262,2.9599,51.18034674684921,51.1803,-8.5719,-5.3574,2025-09-18T12:00:00,2025-10-02T00:00:00,end_of_data,7,8,324.0,Loss,70.62680343813831,215
